Symbol,check,volume,dividend,table
2268,Done,,,
2269,Done,,,
2270,Done,,,
2281,Done,,,
2282,Done,,,
2286,Done,,,
2288,Done,,,
2291,Done,,,
2292,Done,,,
2293,Done,,,
2294,Done,,,
2296,Done,,,
2300,Done,,,
2301,Done,,,
2303,Done,,,
2304,Done,,,
2305,Done,,,
2307,Done,,,
2309,Done,,,
2311,Done,,,
2315,Done,,,
2317,Done,,,
2321,Done,,,
2323,Done,,,
2325,Done,,,
2326,Done,,,
2327,Done,,,
2329,Done,,,
2330,Done,,,
2331,Done,,,
2332,Done,,,
2334,Done,,,
2335,Done,,,
2337,Done,,,
2338,Done,,,
2340,Done,,,
2341,Done,,,
2342,Done,,,
2344,Done,,,
2345,Done,,,
2349,Done,,,
2351,Done,,,
2353,Done,,,
2354,Done,,,
2359,Done,,,
2370,Done,,,
2371,Done,,,
2372,Done,,,
2373,Done,,,
2374,Done,,,
2375,Done,,,
2376,Done,,,
2378,Done,,,
2379,Done,,,
2384,Done,,,
2385,Done,,,
2389,Done,,,
2391,Done,,,
2393,Done,,,
2395,Done,,,
2397,Done,,,
2402,Done,,,
2404,Done,,,
2408,Done,,,
2410,Done,,,
2411,Done,,,
2412,Done,,,
2413,Done,,,
2415,Done,,,
2418,Done,,,
2424,Done,,,
2425,Done,,,
2427,Done,,,
2428,Done,,,
2429,Done,,,
2432,Done,,,
2433,Done,,,
2435,Done,,,
2436,Done,,,
2437,Done,,,
2438,Done,,,
2440,Done,,,
2445,Done,,,
2449,Done,,,
2453,Done,,,
2454,Done,,,
2459,Done,,,
2461,Done,,,
2462,Done,,,
2464,Done,,,
2468,Done,,,
2469,Done,,,
2471,Done,,,
2475,Done,,,
2477,Done,,,
2479,Done,,,
2480,Done,,,
2481,Done,,,
2483,Done,,,
2484,Done,,,
2485,Done,,,
2487,Done,,,
2488,Done,,,
2489,Done,,,
2491,Done,,,
2492,Done,,,
2493,Done,,,
2497,Done,,,
2498,Done,,,
2499,Done,,,
2501,Done,,,
2502,Done,,,
2503,Done,,,
2531,Done,,,
2533,Done,,,
2540,Done,,,
2573,Done,,,
2579,Done,,,
2585,Done,,,
2586,Done,,,
2587,Done,,,
2588,Done,,,
2590,Done,,,
2593,Done,,,
2594,Done,,,
2597,Done,,,
2599,Done,,,
2602,Done,,,
2607,Done,,,
2612,Done,,,
2613,Done,,,
2651,Done,,,
2652,Done,,,
2653,Done,,,
2654,Done,,,
2656,Done,,,
2659,Done,,,
2664,Done,,,
2666,Done,,,
2667,Done,,,
2668,Done,,,
2669,Done,,,
2670,Done,,,
2673,Done,,,
2674,Done,,,
2676,Done,,,
2678,Done,,,
2681,Done,,,
2683,Done,,,
2685,Done,,,
2686,Done,,,
2687,Done,,,
2689,Done,,,
2692,Done,,,
2693,Done,,,
2694,Done,,,
2695,Done,,,
2698,Done,,,
2700,Done,,,
2702,Done,,,
2705,Done,,,
2706,Done,,,
2708,Done,,,
2715,Done,,,
2721,Done,,,
2722,Done,,,
2726,Done,,,
2730,Done,,,
2733,Done,,,
2734,Done,,,
2735,Done,,,
2736,Done,,,
2737,Done,,,
2742,Done,,,
2743,Done,,,
2747,Done,,,
2749,Done,,,
2750,Done,,,
2751,Done,,,
2752,Done,,,
2753,Done,,,
2754,Done,,,
2760,Done,,,
2762,Done,,,
2763,,,,
2764,,,,
2767,,,,
2768,,,,
2769,,,,
2776,,,,
2778,,,,
2780,,,,
2782,,,,
2784,,,,
2788,,,,
2789,,,,
2790,,,,
2791,,,,
2792,,,,
2795,,,,
2796,,,,
2798,,,,
2801,,,,
2802,,,,
2804,,,,
2805,,,,
2806,,,,
2809,,,,
2810,,,,
2811,,,,
2812,,,,
2813,,,,
2814,,,,
2815,,,,
2816,,,,
2818,,,,
2819,,,,
2820,,,,
2830,,,,
2831,,,,
2871,,,,
2872,,,,
2874,,,,
2875,,,,
2876,,,,
2877,,,,
2882,,,,
2883,,,,
2884,,,,
2892,,,,
2894,,,,
2897,,,,
2899,,,,
2901,,,,
2903,,,,
2904,,,,
2907,,,,
2908,,,,
2910,,,,
2911,,,,
2914,,,,
2915,,,,
2916,,,,
2917,,,,
2918,,,,
2922,,,,
2923,,,,
2924,,,,
2926,,,,
2927,,,,
2929,,,,
2930,,,,
2931,,,,
2932,,,,
2933,,,,
2934,,,,
2935,,,,
2936,,,,
2937,,,,
2961,,,,
2970,,,,
2975,,,,
2978,,,,
2980,,,,
2981,,,,
2982,,,,
2983,,,,
2984,,,,
2986,,,,
2987,,,,
2991,,,,
2993,,,,
2997,,,,
2998,,,,
2999,,,,
3001,,,,
3002,,,,
3003,,,,
3004,,,,
3010,,,,
3011,,,,
3020,,,,
3021,,,,
3023,,,,
3024,,,,
3028,,,,
3030,,,,
3031,,,,
3034,,,,
3035,,,,
3036,,,,
3038,,,,
3040,,,,
3041,,,,
3042,,,,
3045,,,,
3046,,,,
3048,,,,
3050,,,,
3053,,,,
3054,,,,
3058,,,,
3059,,,,
3063,,,,
3064,,,,
3065,,,,
3067,,,,
3068,,,,
3069,,,,
3070,,,,
3071,,,,
3073,,,,
3075,,,,
3076,,,,
3077,,,,
3079,,,,
3080,,,,
3082,,,,
3083,,,,
3085,,,,
3086,,,,
3087,,,,
3088,,,,
3089,,,,
3091,,,,
3092,,,,
3093,,,,
3094,,,,
3096,,,,
3097,,,,
3099,,,,
3101,,,,
3103,,,,
3104,,,,
3105,,,,
3106,,,,
3107,,,,
3109,,,,
3110,,,,
3111,,,,
3116,,,,
3121,,,,
3123,,,,
3131,,,,
3132,,,,
3133,,,,
3134,,,,
3135,,,,
3137,,,,
3138,,,,
3139,,,,
3140,,,,
3141,,,,
3143,,,,
3148,,,,
3150,,,,
3151,,,,
3153,,,,
3154,,,,
3156,,,,
3157,,,,
3159,,,,
3160,,,,
3161,,,,
3166,,,,
3167,,,,
3168,,,,
3169,,,,
3172,,,,
3173,,,,
3174,,,,
3175,,,,
3176,,,,
3177,,,,
3178,,,,
3179,,,,
3180,,,,
3181,,,,
3182,,,,
3183,,,,
3184,,,,
3185,,,,
3186,,,,
3187,,,,
3189,,,,
3190,,,,
3191,,,,
3192,,,,
3193,,,,
3195,,,,
3196,,,,
3197,,,,
3198,,,,
3199,,,,
3201,,,,
3202,,,,
3204,,,,
3205,,,,
3221,,,,
3222,,,,
3223,,,,
3224,,,,
3228,,,,
3231,,,,
3232,,,,
3236,,,,
3237,,,,
3238,,,,
3241,,,,
3242,,,,
3244,,,,
3245,,,,
3246,,,,
3248,,,,
3252,,,,
3254,,,,
3261,,,,
3264,,,,
3266,,,,
3267,,,,
3271,,,,
3275,,,,
3276,,,,
3277,,,,
3280,,,,
3284,,,,
3286,,,,
3288,,,,
3289,,,,
3291,,,,
3293,,,,
3294,,,,
3297,,,,
3299,,,,
3300,,,,
3302,,,,
3306,,,,
3315,,,,
3316,,,,
3317,,,,
3319,,,,
3320,,,,
3321,,,,
3322,,,,
3323,,,,
3326,,,,
3328,,,,
3329,,,,
3333,,,,
3341,,,,
3347,,,,
3349,,,,
3350,,,,
3352,,,,
3353,,,,
3355,,,,
3358,,,,
3359,,,,
3360,,,,
3361,,,,
3370,,,,
3371,,,,
3372,,,,
3374,,,,
3375,,,,
3377,,,,
3382,,,,
3386,,,,
3387,,,,
3388,,,,
3391,,,,
3392,,,,
3393,,,,
3395,,,,
3396,,,,
3397,,,,
3399,,,,
3401,,,,
3402,,,,
3405,,,,
3407,,,,
3409,,,,
3415,,,,
3416,,,,
3417,,,,
3418,,,,
3420,,,,
3421,,,,
3422,,,,
3423,,,,
3426,,,,
3431,,,,
3433,,,,
3434,,,,
3435,,,,
3436,,,,
3437,,,,
3439,,,,
3440,,,,
3441,,,,
3443,,,,
3444,,,,
3445,,,,
3446,,,,
3447,,,,
3449,,,,
3452,,,,
3454,,,,
3457,,,,
3458,,,,
3461,,,,
3464,,,,
3465,,,,
3467,,,,
3469,,,,
3474,,,,
3475,,,,
3477,,,,
3479,,,,
3480,,,,
3482,,,,
3484,,,,
3486,,,,
3489,,,,
3490,,,,
3491,,,,
3494,,,,
3495,,,,
3496,,,,
3497,,,,
3498,,,,
3501,,,,
3512,,,,
3513,,,,
3521,,,,
3524,,,,
3526,,,,
3529,,,,
3536,,,,
3537,,,,
3538,,,,
3539,,,,
3540,,,,
3541,,,,
3542,,,,
3543,,,,
3544,,,,
3546,,,,
3547,,,,
3548,,,,
3549,,,,
3550,,,,
3551,,,,
3553,,,,
3556,,,,
3557,,,,
3558,,,,
3559,,,,
3560,,,,
3561,,,,
3562,,,,
3563,,,,
3565,,,,
3566,,,,
3569,,,,
3571,,,,
3577,,,,
3580,,,,
3583,,,,
3591,,,,
3593,,,,
3597,,,,
3598,,,,
3600,,,,
3604,,,,
3607,,,,
3608,,,,
3611,,,,
3612,,,,
3622,,,,
3623,,,,
3624,,,,
3625,,,,
3626,,,,
3627,,,,
3628,,,,
3632,,,,
3633,,,,
3634,,,,
3635,,,,
3636,,,,
3639,,,,
3640,,,,
3641,,,,
3645,,,,
3646,,,,
3647,,,,
3648,,,,
3649,,,,
3652,,,,
3653,,,,
3655,,,,
3656,,,,
3657,,,,
3659,,,,
3660,,,,
3661,,,,
3662,,,,
3663,,,,
3664,,,,
3665,,,,
3666,,,,
3667,,,,
3668,,,,
3670,,,,
3671,,,,
3672,,,,
3673,,,,
3674,,,,
3675,,,,
3676,,,,
3677,,,,
3678,,,,
3679,,,,
3680,,,,
3681,,,,
3682,,,,
3683,,,,
3686,,,,
3687,,,,
3688,,,,
3690,,,,
3691,,,,
3692,,,,
3694,,,,
3695,,,,
3696,,,,
3697,,,,
3698,,,,
3708,,,,
3710,,,,
3712,,,,
3719,,,,
3723,,,,
3726,,,,
3727,,,,
3733,,,,
3738,,,,
3741,,,,
3744,,,,
3747,,,,
3750,,,,
3753,,,,
3758,,,,
3760,,,,
3762,,,,
3763,,,,
3765,,,,
3766,,,,
3768,,,,
3769,,,,
3770,,,,
3771,,,,
3772,,,,
3773,,,,
3774,,,,
3776,,,,
3777,,,,
3778,,,,
3779,,,,
3782,,,,
3784,,,,
3787,,,,
3788,,,,
3791,,,,
3793,,,,
3796,,,,
3798,,,,
3799,,,,
3800,,,,
3802,,,,
3803,,,,
3804,,,,
3807,,,,
3810,,,,
3814,,,,
3815,,,,
3816,,,,
3817,,,,
3823,,,,
3825,,,,
3826,,,,
3834,,,,
3835,,,,
3836,,,,
3837,,,,
3839,,,,
3840,,,,
3841,,,,
3842,,,,
3843,,,,
3844,,,,
3845,,,,
3847,,,,
3848,,,,
3850,,,,
3851,,,,
3852,,,,
3853,,,,
3854,,,,
3856,,,,
3857,,,,
3858,,,,
3861,,,,
3863,,,,
3864,,,,
3865,,,,
3877,,,,
3878,,,,
3880,,,,
3891,,,,
3892,,,,
3895,,,,
3896,,,,
3900,,,,
3901,,,,
3902,,,,
3903,,,,
3904,,,,
3905,,,,
3907,,,,
3908,,,,
3909,,,,
3910,,,,
3911,,,,
3912,,,,
3913,,,,
3914,,,,
3915,,,,
3916,,,,
3917,,,,
3918,,,,
3920,,,,
3921,,,,
3922,,,,
3923,,,,
3924,,,,
3925,,,,
3926,Done,,,
3927,Done,,,
3928,Done,,,
3929,Done,,,
3930,Done,,,
3931,Done,,,
3932,Done,,,
3933,Done,,,
3934,,,,
3935,,,,
3936,,,,
3937,,,,
3939,,,,
3940,,,,
3941,,,,
3943,,,,
3944,,,,
3945,,,,
3946,,,,
3947,,,,
3948,,,,
3950,,,,
3951,,,,
3953,,,,
3954,,,,
3955,,,,
3961,,,,
3962,,,,
3963,,,,
3964,,,,
3965,,,,
3967,,,,
3968,,,,
3969,,,,
3970,,,,
3974,,,,
3976,,,,
3978,,,,
3979,,,,
3981,,,,
3983,,,,
3984,,,,
3985,,,,
3986,,,,
3987,,,,
3988,,,,
3989,,,,
3990,,,,
3991,,,,
3992,,,,
3993,,,,
3994,,,,
3995,,,,
3996,,,,
3997,,,,
3998,,,,
4004,,,,
4005,,,,
4008,,,,
4011,,,,
4012,,,,
4013,,,,
4014,,,,
4015,,,,
4016,,,,
4017,,,,
4019,,,,
4020,,,,
4021,,,,
4022,,,,
4023,,,,
4025,,,,
4026,,,,
4027,,,,
4028,,,,
4031,,,,
4040,,,,
4041,,,,
4042,,,,
4043,,,,
4044,,,,
4045,,,,
4046,,,,
4047,,,,
4051,,,,
4052,,,,
4053,,,,
4054,,,,
4055,,,,
4056,,,,
4057,,,,
4058,,,,
4059,,,,
4060,,,,
4061,,,,
4062,,,,
4063,,,,
4064,,,,
4068,,,,
4069,,,,
4071,,,,
4072,,,,
4073,,,,
4074,,,,
4075,,,,
4076,,,,
4078,,,,
4080,,,,
4082,,,,
4088,,,,
4091,,,,
4092,,,,
4093,,,,
4094,,,,
4095,,,,
4097,,,,
4098,,,,
4099,,,,
4100,,,,
4102,,,,
4107,,,,
4109,,,,
4112,,,,
4113,,,,
4114,,,,
4116,,,,
4118,,,,
4119,,,,
4120,,,,
4124,,,,
4125,,,,
4151,,,,
4165,,,,
4166,,,,
4167,,,,
4168,,,,
4169,,,,
4170,,,,
4171,,,,
4172,,,,
4173,,,,
4174,,,,
4175,,,,
4176,,,,
4177,,,,
4178,,,,
4179,,,,
4180,,,,
4182,,,,
4183,,,,
4185,,,,
4186,,,,
4187,,,,
4188,,,,
4189,,,,
4192,,,,
4193,,,,
4194,,,,
4196,,,,
4198,,,,
4199,,,,
4200,,,,
4202,,,,
4203,,,,
4204,,,,
4205,,,,
4206,,,,
4208,,,,
4212,,,,
4215,,,,
4216,,,,
4218,,,,
4220,,,,
4221,,,,
4222,,,,
4224,,,,
4228,,,,
4229,,,,
4231,,,,
4234,,,,
4235,,,,
4237,,,,
4238,,,,
4240,,,,
4241,,,,
4242,,,,
4243,,,,
4245,,,,
4246,,,,
4247,,,,
4248,,,,
4249,,,,
4251,,,,
4255,,,,
4256,,,,
4258,,,,
4259,,,,
4260,,,,
4261,,,,
4262,,,,
4263,,,,
4264,,,,
4265,,,,
4267,,,,
4268,,,,
4270,,,,
4272,,,,
4274,,,,
4275,,,,
4284,,,,
4286,,,,
4287,,,,
4288,,,,
4290,,,,
4293,,,,
4295,,,,
4298,,,,
4299,,,,
4301,,,,
4304,,,,
4307,,,,
4308,,,,
4310,,,,
4312,,,,
4316,,,,
4317,,,,
4318,,,,
4319,,,,
4320,,,,
4323,,,,
4324,,,,
4326,,,,
4327,,,,
4331,,,,
4333,,,,
4334,,,,
4335,,,,
4337,,,,
4341,,,,
4343,,,,
4344,,,,
4345,,,,
4346,,,,
4347,,,,
4348,,,,
4350,,,,
4355,,,,
4356,,,,
4360,,,,
4361,,,,
4362,,,,
4365,,,,
4366,,,,
4367,,,,
4368,,,,
4369,,,,
4370,,,,
4371,,,,
4372,,,,
4373,,,,
4374,,,,
4375,,,,
4376,,,,
4377,,,,
4378,,,,
4379,,,,
4380,,,,
4381,,,,
4382,,,,
4384,,,,
4385,,,,
4386,,,,
4387,,,,
4388,,,,
4389,,,,
4390,,,,
4391,,,,
4392,,,,
4393,,,,
4394,,,,
4395,,,,
4396,,,,
4397,,,,
4398,,,,
4401,,,,
4403,,,,
4404,,,,
4406,,,,
4409,,,,
4410,,,,
4412,,,,
4413,,,,
4414,,,,
4415,,,,
4416,,,,
4417,,,,
4418,,,,
4419,,,,
4420,,,,
4421,,,,
4422,,,,
4423,,,,
4424,,,,
4425,,,,
4427,,,,
4428,,,,
4429,,,,
4430,,,,
4431,,,,
4432,,,,
4433,,,,
4434,,,,
4435,,,,
4436,,,,
4437,,,,
4438,,,,
4439,,,,
4440,,,,
4441,,,,
4442,,,,
4443,,,,
4444,,,,
4445,,,,
4446,,,,
4447,,,,
4448,,,,
4449,,,,
4450,,,,
4452,,,,
4461,,,,
4462,,,,
4463,,,,
4464,,,,
4465,,,,
4471,,,,
4475,,,,
4476,,,,
4477,,,,
4478,,,,
4479,,,,
4480,,,,
4481,,,,
4482,,,,
4483,,,,
4484,,,,
4485,,,,
4486,,,,
4487,,,,
4488,,,,
4489,,,,
4490,,,,
4491,,,,
4492,,,,
4493,,,,
4494,,,,
4495,,,,
4496,,,,
4498,,,,
4499,,,,
4502,,,,
4503,,,,
4506,,,,
4507,,,,
4512,,,,
4516,,,,
4519,,,,
4521,,,,
4523,,,,
4524,,,,
4526,,,,
4527,,,,
4528,,,,
4530,,,,
4531,,,,
4534,,,,
4536,,,,
4538,,,,
4539,,,,
4540,,,,
4543,,,,
4544,,,,
4547,,,,
4548,,,,
4549,,,,
4551,,,,
4552,,,,
4553,,,,
4554,,,,
4556,,,,
4558,,,,
4559,,,,
4563,,,,
4564,,,,
4565,,,,
4568,,,,
4569,,,,
4570,,,,
4571,,,,
4572,,,,
4574,,,,
4575,,,,
4576,,,,
4577,,,,
4578,,,,
4579,,,,
4581,,,,
4582,,,,
4583,,,,
4584,,,,
4586,,,,
4587,,,,
4588,,,,
4591,,,,
4592,,,,
4593,,,,
4594,,,,
4595,,,,
4596,,,,
4597,,,,
4598,,,,
4599,,,,
4611,,,,
4612,,,,
4613,,,,
4615,,,,
4616,,,,
4617,,,,
4619,,,,
4620,,,,
4621,,,,
4623,,,,
4624,,,,
4625,,,,
4626,,,,
4627,,,,
4628,,,,
4629,,,,
4631,,,,
4633,,,,
4634,,,,
4635,,,,
4636,,,,
4641,,,,
4642,,,,
4644,,,,
4645,,,,
4650,,,,
4651,,,,
4657,,,,
4658,,,,
4659,,,,
4661,,,,
4662,,,,
4664,,,,
4665,,,,
4666,,,,
4667,,,,
4668,,,,
4671,,,,
4673,,,,
4674,,,,
4676,,,,
4678,,,,
4679,,,,
4680,,,,
4681,,,,
4684,,,,
4685,,,,
4686,,,,
4687,,,,
4689,,,,
4690,,,,
4691,,,,
4694,,,,
4704,,,,
4705,,,,
4707,,,,
4708,,,,
4709,,,,
4712,,,,
4714,,,,
4716,,,,
4718,,,,
4719,,,,
4720,,,,
4722,,,,
4725,,,,
4726,,,,
4728,,,,
4732,,,,
4733,,,,
4735,,,,
4736,,,,
4739,,,,
4743,,,,
4745,,,,
4746,,,,
4748,,,,
4750,,,,
4751,,,,
4752,,,,
4754,,,,
4755,,,,
4760,,,,
4761,,,,
4762,,,,
4763,,,,
4765,,,,
4766,,,,
4767,,,,
4768,,,,
4769,,,,
4770,,,,
4771,,,,
4772,,,,
4776,,,,
4777,,,,
4781,,,,
4783,,,,
4784,,,,
4792,,,,
4800,,,,
4801,,,,
4809,,,,
4812,,,,
4813,,,,
4814,,,,
4816,,,,
4819,,,,
4820,,,,
4824,,,,
4825,,,,
4826,,,,
4828,,,,
4829,,,,
4832,,,,
4833,,,,
4837,,,,
4838,,,,
4839,,,,
4840,,,,
4845,,,,
4847,,,,
4848,,,,
4849,,,,
4875,,,,
4880,,,,
4881,,,,
4882,,,,
4883,,,,
4884,,,,
4885,,,,
4886,,,,
4887,,,,
4888,,,,
4889,,,,
4890,,,,
4891,,,,
4892,,,,
4901,,,,
4902,,,,
4911,,,,
4912,,,,
4914,,,,
4917,,,,
4918,,,,
4919,,,,
4920,,,,
4921,,,,
4922,,,,
4923,,,,
4925,,,,
4926,,,,
4927,,,,
4928,,,,
4929,,,,
4930,,,,
4931,,,,
4932,,,,
4933,,,,
4934,,,,
4935,,,,
4936,,,,
4937,,,,
4951,,,,
4955,,,,
4956,,,,
4957,,,,
4958,,,,
4960,,,,
4963,,,,
4966,,,,
4967,,,,
4968,,,,
4970,,,,
4971,,,,
4972,,,,
4973,,,,
4974,,,,
4975,,,,
4976,,,,
4977,,,,
4978,,,,
4979,,,,
4980,,,,
4985,,,,
4987,,,,
4990,,,,
4992,,,,
4994,,,,
4996,,,,
4997,,,,
4998,,,,
5009,,,,
5010,,,,
5011,,,,
5013,,,,
5015,,,,
5017,,,,
5018,,,,
5019,,,,
5020,,,,
5021,,,,
5025,,,,
5026,,,,
5027,,,,
5028,,,,
5029,,,,
5031,,,,
5032,,,,
5033,,,,
5034,,,,
5035,,,,
5036,,,,
5038,,,,
5070,,,,
5071,,,,
5074,,,,
5076,,,,
5078,,,,
5079,,,,
5101,,,,
5103,,,,
5104,,,,
5105,,,,
5108,,,,
5110,,,,
5121,,,,
5122,,,,
5125,,,,
5126,,,,
5127,,,,
5128,,,,
5129,,,,
5131,,,,
5132,,,,
5133,,,,
5134,,,,
5136,,,,
5137,,,,
5138,,,,
5139,,,,
5142,,,,
5161,,,,
5162,,,,
5184,,,,
5185,,,,
5186,,,,
5187,,,,
5189,,,,
5191,,,,
5192,,,,
5194,,,,
5195,,,,
5199,,,,
5201,,,,
5202,,,,
5204,,,,
5208,,,,
5210,,,,
5212,,,,
5214,,,,
5216,,,,
5217,,,,
5218,,,,
5232,,,,
5233,,,,
5237,,,,
5240,,,,
5242,,,,
5243,,,,
5244,,,,
5246,,,,
5247,,,,
5248,,,,
5250,,,,
5252,,,,
5253,,,,
5254,,,,
5255,,,,
5256,,,,
5257,,,,
5258,,,,
5259,,,,
5261,,,,
5262,,,,
5268,,,,
5269,,,,
5271,,,,
5273,,,,
5277,,,,
5279,,,,
5280,,,,
5282,,,,
5283,,,,
5284,,,,
5285,,,,
5287,,,,
5288,,,,
5290,,,,
5301,,,,
5302,,,,
5304,,,,
5310,,,,
5331,,,,
5332,,,,
5333,,,,
5334,,,,
5337,,,,
5341,,,,
5344,,,,
5351,,,,
5352,,,,
5355,,,,
5357,,,,
5363,,,,
5367,,,,
5368,,,,
5380,,,,
5381,,,,
5384,,,,
5386,,,,
5388,,,,
5391,,,,
5393,,,,
5395,,,,
5401,,,,
5406,,,,
5408,,,,
5410,,,,
5411,,,,
5423,,,,
5440,,,,
5444,,,,
5445,,,,
5446,,,,
5449,,,,
5451,,,,
5458,,,,
5461,,,,
5463,,,,
5464,,,,
5471,,,,
5476,,,,
5480,,,,
5481,,,,
5482,,,,
5484,,,,
5491,,,,
5527,,,,
5541,,,,
5542,,,,
5563,,,,
5570,,,,
5571,,,,
5572,,,,
5602,,,,
5603,,,,
5609,,,,
5610,,,,
5612,,,,
5631,,,,
5632,,,,
5644,,,,
5658,,,,
5659,,,,
5660,,,,
5695,,,,
5697,,,,
5698,,,,
5699,,,,
5702,,,,
5703,,,,
5704,,,,
5706,,,,
5707,,,,
5711,,,,
5713,,,,
5714,,,,
5715,,,,
5721,,,,
5724,,,,
5726,,,,
5727,,,,
5729,,,,
5741,,,,
5742,,,,
5753,,,,
5757,,,,
5759,,,,
5781,,,,
5801,,,,
5802,,,,
5803,,,,
5805,,,,
5809,,,,
5816,,,,
5817,,,,
5819,,,,
5820,,,,
5821,,,,
5851,,,,
5852,,,,
5856,,,,
5857,,,,
5900,,,,
5901,,,,
5902,,,,
5903,,,,
5905,,,,
5906,,,,
5909,,,,
5911,,,,
5915,,,,
5918,,,,
5921,,,,
5922,,,,
5923,,,,
5928,,,,
5929,,,,
5930,,,,
5932,,,,
5933,,,,
5935,,,,
5936,,,,
5938,,,,
5939,,,,
5940,,,,
5941,,,,
5942,,,,
5943,,,,
5945,,,,
5946,,,,
5947,,,,
5949,,,,
5950,,,,
5951,,,,
5952,,,,
5955,,,,
5956,,,,
5957,,,,
5958,,,,
5959,,,,
5962,,,,
5965,,,,
5966,,,,
5967,,,,
5969,,,,
5970,,,,
5971,,,,
5973,,,,
5974,,,,
5975,,,,
5976,,,,
5981,,,,
5982,,,,
5983,,,,
5984,,,,
5985,,,,
5986,,,,
